Handle,Title,Body (HTML),Vendor,Product category,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
square-rectangle-stickers-1x1-5x20,,,,,,,,,5x9,,,,,,,,10000,deny,manual,2.50,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-1x1-5x20,,,,,,,,,5x10,,,,,,,,10000,deny,manual,2.65,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-1x1-5x20,,,,,,,,,5x11,,,,,,,,10000,deny,manual,2.79,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-1x1-5x20,,,,,,,,,5x12,,,,,,,,10000,deny,manual,2.95,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-1x1-5x20,,,,,,,,,5x13,,,,,,,,10000,deny,manual,3.08,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-1x1-5x20,,,,,,,,,5x14,,,,,,,,10000,deny,manual,3.22,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-1x1-5x20,,,,,,,,,5x15,,,,,,,,10000,deny,manual,3.37,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-1x1-5x20,,,,,,,,,5x16,,,,,,,,10000,deny,manual,3.51,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-1x1-5x20,,,,,,,,,5x17,,,,,,,,10000,deny,manual,3.64,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-1x1-5x20,,,,,,,,,5x18,,,,,,,,10000,deny,manual,3.78,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-1x1-5x20,,,,,,,,,5x19,,,,,,,,10000,deny,manual,3.91,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-1x1-5x20,,,,,,,,,5x20,,,,,,,,10000,deny,manual,4.05,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,Custom Square/Rectangle Stickers,,Stickerbull,,holder-square-rectangle-stickers,custom-app-config,true,Size,6x1,,,,,,,,10000,deny,manual,1.15,,true,true,,https://cdn.shopify.com/s/files/1/0637/7396/6592/files/Rectangle_Sticker.png?v=1668453450,1,rectangle sticker,,,,,,,,,,,,,,,,,,lb,,,active
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x2,,,,,,,,10000,deny,manual,1.40,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x3,,,,,,,,10000,deny,manual,1.62,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x4,,,,,,,,10000,deny,manual,1.84,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x5,,,,,,,,10000,deny,manual,2.03,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x6,,,,,,,,10000,deny,manual,2.21,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x7,,,,,,,,10000,deny,manual,2.41,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x8,,,,,,,,10000,deny,manual,2.59,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x9,,,,,,,,10000,deny,manual,2.77,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x10,,,,,,,,10000,deny,manual,2.95,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x11,,,,,,,,10000,deny,manual,3.11,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x12,,,,,,,,10000,deny,manual,3.28,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x13,,,,,,,,10000,deny,manual,3.46,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x14,,,,,,,,10000,deny,manual,3.62,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x15,,,,,,,,10000,deny,manual,3.78,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x16,,,,,,,,10000,deny,manual,3.94,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x17,,,,,,,,10000,deny,manual,4.09,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x18,,,,,,,,10000,deny,manual,4.25,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x19,,,,,,,,10000,deny,manual,4.41,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,6x20,,,,,,,,10000,deny,manual,4.55,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x1,,,,,,,,10000,deny,manual,1.19,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x2,,,,,,,,10000,deny,manual,1.48,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x3,,,,,,,,10000,deny,manual,1.73,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x4,,,,,,,,10000,deny,manual,1.96,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x5,,,,,,,,10000,deny,manual,2.20,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x6,,,,,,,,10000,deny,manual,2.41,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x7,,,,,,,,10000,deny,manual,2.63,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x8,,,,,,,,10000,deny,manual,2.83,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x9,,,,,,,,10000,deny,manual,3.02,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x10,,,,,,,,10000,deny,manual,3.22,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x11,,,,,,,,10000,deny,manual,3.42,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x12,,,,,,,,10000,deny,manual,3.62,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x13,,,,,,,,10000,deny,manual,3.80,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x14,,,,,,,,10000,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x15,,,,,,,,10000,deny,manual,4.18,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x16,,,,,,,,10000,deny,manual,4.36,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x17,,,,,,,,10000,deny,manual,4.54,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x18,,,,,,,,10000,deny,manual,4.72,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x19,,,,,,,,10000,deny,manual,4.90,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,7x20,,,,,,,,10000,deny,manual,5.06,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x1,,,,,,,,10000,deny,manual,1.24,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x2,,,,,,,,10000,deny,manual,1.55,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x3,,,,,,,,10000,deny,manual,1.84,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x4,,,,,,,,10000,deny,manual,2.09,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x5,,,,,,,,10000,deny,manual,2.34,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x6,,,,,,,,10000,deny,manual,2.59,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x7,,,,,,,,10000,deny,manual,2.83,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x8,,,,,,,,10000,deny,manual,3.06,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x9,,,,,,,,10000,deny,manual,3.28,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x10,,,,,,,,10000,deny,manual,3.51,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x11,,,,,,,,10000,deny,manual,3.73,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x12,,,,,,,,10000,deny,manual,3.94,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x13,,,,,,,,10000,deny,manual,4.14,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x14,,,,,,,,10000,deny,manual,4.36,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x15,,,,,,,,10000,deny,manual,4.55,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x16,,,,,,,,10000,deny,manual,4.77,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x17,,,,,,,,10000,deny,manual,4.97,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x18,,,,,,,,10000,deny,manual,5.17,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x19,,,,,,,,10000,deny,manual,5.36,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,8x20,,,,,,,,10000,deny,manual,5.54,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x1,,,,,,,,10000,deny,manual,1.28,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x2,,,,,,,,10000,deny,manual,1.62,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x3,,,,,,,,10000,deny,manual,1.93,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x4,,,,,,,,10000,deny,manual,2.21,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x5,,,,,,,,10000,deny,manual,2.50,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x6,,,,,,,,10000,deny,manual,2.77,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x7,,,,,,,,10000,deny,manual,3.02,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x8,,,,,,,,10000,deny,manual,3.28,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x9,,,,,,,,10000,deny,manual,3.53,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x10,,,,,,,,10000,deny,manual,3.78,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x11,,,,,,,,10000,deny,manual,4.01,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x12,,,,,,,,10000,deny,manual,4.25,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x13,,,,,,,,10000,deny,manual,4.48,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x14,,,,,,,,10000,deny,manual,4.72,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x15,,,,,,,,10000,deny,manual,4.93,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x16,,,,,,,,10000,deny,manual,5.17,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x17,,,,,,,,10000,deny,manual,5.38,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x18,,,,,,,,10000,deny,manual,5.60,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x19,,,,,,,,10000,deny,manual,5.81,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,9x20,,,,,,,,10000,deny,manual,6.03,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x1,,,,,,,,10000,deny,manual,1.31,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x2,,,,,,,,10000,deny,manual,1.69,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x3,,,,,,,,10000,deny,manual,2.03,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x4,,,,,,,,10000,deny,manual,2.34,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x5,,,,,,,,10000,deny,manual,2.65,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x6,,,,,,,,10000,deny,manual,2.95,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x7,,,,,,,,10000,deny,manual,3.22,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x8,,,,,,,,10000,deny,manual,3.51,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x9,,,,,,,,10000,deny,manual,3.78,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x10,,,,,,,,10000,deny,manual,4.05,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x11,,,,,,,,10000,deny,manual,4.30,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x12,,,,,,,,10000,deny,manual,4.55,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x13,,,,,,,,10000,deny,manual,4.81,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x14,,,,,,,,10000,deny,manual,5.06,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x15,,,,,,,,10000,deny,manual,5.31,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x16,,,,,,,,10000,deny,manual,5.54,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x17,,,,,,,,10000,deny,manual,5.80,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x18,,,,,,,,10000,deny,manual,6.03,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x19,,,,,,,,10000,deny,manual,6.26,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-6x1-10x20,,,,,,,,,10x20,,,,,,,,10000,deny,manual,6.50,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,Custom Square/Rectangle Stickers,,Stickerbull,,holder-square-rectangle-stickers,custom-app-config,true,Size,11x1,,,,,,,,10000,deny,manual,1.35,,true,true,,https://cdn.shopify.com/s/files/1/0637/7396/6592/files/Rectangle_Sticker.png?v=1668453450,1,rectangle sticker,,,,,,,,,,,,,,,,,,lb,,,active
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x2,,,,,,,,10000,deny,manual,1.76,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x3,,,,,,,,10000,deny,manual,2.12,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x4,,,,,,,,10000,deny,manual,2.47,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x5,,,,,,,,10000,deny,manual,2.79,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x6,,,,,,,,10000,deny,manual,3.11,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x7,,,,,,,,10000,deny,manual,3.42,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x8,,,,,,,,10000,deny,manual,3.73,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x9,,,,,,,,10000,deny,manual,4.01,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x10,,,,,,,,10000,deny,manual,4.30,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x11,,,,,,,,10000,deny,manual,4.59,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x12,,,,,,,,10000,deny,manual,4.86,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x13,,,,,,,,10000,deny,manual,5.13,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x14,,,,,,,,10000,deny,manual,5.40,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x15,,,,,,,,10000,deny,manual,5.67,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x16,,,,,,,,10000,deny,manual,5.94,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x17,,,,,,,,10000,deny,manual,6.19,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x18,,,,,,,,10000,deny,manual,6.44,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x19,,,,,,,,10000,deny,manual,6.71,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,11x20,,,,,,,,10000,deny,manual,6.97,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x1,,,,,,,,10000,deny,manual,1.40,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x2,,,,,,,,10000,deny,manual,1.84,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x3,,,,,,,,10000,deny,manual,2.21,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x4,,,,,,,,10000,deny,manual,2.59,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x5,,,,,,,,10000,deny,manual,2.95,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x6,,,,,,,,10000,deny,manual,3.28,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x7,,,,,,,,10000,deny,manual,3.62,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x8,,,,,,,,10000,deny,manual,3.94,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x9,,,,,,,,10000,deny,manual,4.25,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x10,,,,,,,,10000,deny,manual,4.55,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x11,,,,,,,,10000,deny,manual,4.86,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x12,,,,,,,,10000,deny,manual,5.17,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x13,,,,,,,,10000,deny,manual,5.45,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x14,,,,,,,,10000,deny,manual,5.74,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x15,,,,,,,,10000,deny,manual,6.03,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x16,,,,,,,,10000,deny,manual,6.32,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x17,,,,,,,,10000,deny,manual,6.59,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x18,,,,,,,,10000,deny,manual,6.86,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x19,,,,,,,,10000,deny,manual,7.15,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,12x20,,,,,,,,10000,deny,manual,7.42,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,13x1,,,,,,,,10000,deny,manual,1.44,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,13x2,,,,,,,,10000,deny,manual,1.89,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,13x3,,,,,,,,10000,deny,manual,2.32,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,13x4,,,,,,,,10000,deny,manual,2.72,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,13x5,,,,,,,,10000,deny,manual,3.08,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,13x6,,,,,,,,10000,deny,manual,3.46,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,13x7,,,,,,,,10000,deny,manual,3.80,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,13x8,,,,,,,,10000,deny,manual,4.14,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
square-rectangle-stickers-11x1-15x20,,,,,,,,,13x9,,,,,,,,10000,deny,manual,4.48,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
