Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,19x17,,,,,SKU456,0.0,,0,deny,manual,32.30,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,19x18,,,,,SKU456,0.0,,0,deny,manual,34.20,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,19x19,,,,,SKU456,0.0,,0,deny,manual,36.10,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,19x20,,,,,SKU456,0.0,,0,deny,manual,38.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x1,,,,,SKU456,0.0,,0,deny,manual,2.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x2,,,,,SKU456,0.0,,0,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x3,,,,,SKU456,0.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x4,,,,,SKU456,0.0,,0,deny,manual,8.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x5,,,,,SKU456,0.0,,0,deny,manual,10.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x6,,,,,SKU456,0.0,,0,deny,manual,12.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x7,,,,,SKU456,0.0,,0,deny,manual,14.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x8,,,,,SKU456,0.0,,0,deny,manual,16.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x9,,,,,SKU456,0.0,,0,deny,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x10,,,,,SKU456,0.0,,0,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x11,,,,,SKU456,0.0,,0,deny,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x12,,,,,SKU456,0.0,,0,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x13,,,,,SKU456,0.0,,0,deny,manual,26.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x14,,,,,SKU456,0.0,,0,deny,manual,28.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x15,,,,,SKU456,0.0,,0,deny,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x16,,,,,SKU456,0.0,,0,deny,manual,32.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x17,,,,,SKU456,0.0,,0,deny,manual,34.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x18,,,,,SKU456,0.0,,0,deny,manual,36.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x19,,,,,SKU456,0.0,,0,deny,manual,38.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-circle-oval-stickers-16x1-20x20,,,StickerShuttle,,,,,,20x20,,,,,SKU456,0.0,,0,deny,manual,40.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,Custom Square Stickers,,StickerShuttle,,config,custom-config,true,Size,1x1,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,https://cdn.shopify.com/s/files/1/0585/0546/1898/files/Square.png?v=1649344004,1,custom square stickers,false,,,,,,,,,,,,,,,,,lb,,0.10,active
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x2,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x3,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x4,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x5,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x6,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x7,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x8,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x9,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x10,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x11,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x12,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x13,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x14,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x15,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x16,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x17,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x18,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x19,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,1x20,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x1,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x2,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x3,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x4,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x5,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x6,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x7,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x8,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x9,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x10,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x11,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x12,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x13,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x14,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x15,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x16,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x17,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x18,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x19,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,2x20,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x1,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x2,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x3,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x4,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x5,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x6,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x7,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x8,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x9,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x10,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x11,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x12,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x13,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x14,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x15,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x16,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x17,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x18,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x19,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,3x20,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x1,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x2,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x3,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x4,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x5,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x6,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x7,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x8,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x9,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x10,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x11,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x12,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x13,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x14,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x15,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x16,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x17,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x18,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x19,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,4x20,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x1,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x2,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x3,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x4,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x5,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x6,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x7,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x8,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x9,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x10,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x11,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x12,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x13,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x14,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x15,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x16,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x17,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x18,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x19,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-1x1-5x20,,,StickerShuttle,,,,,,5x20,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-6x1-10x20,Custom Square Stickers,,StickerShuttle,,config,custom-config,true,Size,6x1,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,https://cdn.shopify.com/s/files/1/0585/0546/1898/files/Square.png?v=1649344004,1,custom square stickers,false,,,,,,,,,,,,,,,,,lb,,0.10,active
custom-square-stickers-6x1-10x20,,,StickerShuttle,,,,,,6x2,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-6x1-10x20,,,StickerShuttle,,,,,,6x3,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-6x1-10x20,,,StickerShuttle,,,,,,6x4,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-6x1-10x20,,,StickerShuttle,,,,,,6x5,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-6x1-10x20,,,StickerShuttle,,,,,,6x6,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-6x1-10x20,,,StickerShuttle,,,,,,6x7,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-6x1-10x20,,,StickerShuttle,,,,,,6x8,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-6x1-10x20,,,StickerShuttle,,,,,,6x9,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-6x1-10x20,,,StickerShuttle,,,,,,6x10,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-6x1-10x20,,,StickerShuttle,,,,,,6x11,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
custom-square-stickers-6x1-10x20,,,StickerShuttle,,,,,,6x12,,,,,SKU1045,0.0,,0,deny,manual,NaN,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,0.10,
